"papel","descricao_papel","cotacao","PSL","PSVP","PSR","div_yield","PSA","PSCG","PSEBIT","PSACL","EV_EBIT","EV_EBITDA","margem_EBIT","margem_liq","liq_corrente","ROIC","ROE","liq_2meses","PL","div_bruta_PL","taxa_cresc_RL_5anos"
"BLUT3","B TECH EQI",5.14,-5.63,0.46,0,0,0.138,-0.76,-42.93,-0.2,-53.97,-53.97,0,0,0,-0.0033,-0.0824,3091.81,56569000,0.12,0
"NORD3","NORDON INDS METALURGICAS SA",7.15,-5.49,-0.29,18.906,0,2.444,-0.28,-122.33,-0.26,-220.29,-220.29,-0.1546,-3.4409,0.01,-0.0201,0.0522,6200.43,-165048000,-0.23,0.1106
"BUET3","BUETTNER S/A - INDUSTRIA E COMERCIO",24.99,-5.46,-0.97,1.961,0,0.572,-0.67,-13.13,-0.39,-22.6,-36.32,-0.1493,-0.3593,0.11,-0.0595,0.1779,0,-124674000,-0.7,0.0455
"PDTC3","PADTEC",1.55,-5.34,0.94,0.422,0.0297,0.173,0.38,-24.86,-2.34,-61.16,16.15,-0.017,-0.0791,2.6,-0.0103,-0.1767,78030.3,130645000,2.66,0.2938
"MOVI3","MOVIDA",6.12,-5.29,0.83,0.174,0,0.078,-15.31,1.12,-0.12,8.61,3.76,0.1561,-0.0329,0.98,0.0954,-0.1576,30762100,2658220000,7.1,0.3568
"EPAR3","EMBPAR S/A",5.35,-5.06,1.04,0.442,0.537,0.84,3.86,-131.85,10.24,-98.89,2.65,-0.0034,-0.0873,5.11,-0.0081,-0.2045,32051.3,76818000,0,-0.429
"TLCP3","TELE LESTE CELULAR PARTICIPAÇÕES SA",48,-5.02,1.76,0.824,0,0.533,-2.76,-26.61,-1.33,-43.86,-43.86,-0.031,-0.164,0.61,-0.0252,-0.3504,0,262979000,1.21,0.0909
"KRSA3","KORA SAUDE",6.53,-5.01,0.55,0.222,0,0.107,1.38,1.77,-0.21,11,7.02,0.1251,-0.0361,1.39,0.0693,-0.1098,193884,917003000,3.06,0.0881
"LFFE4","LA FONTE TELECOM S/A",3.89,-4.91,4.08,0,0,3.599,0,-26.5,0,-23.11,10.9,0,0,0,0,-0.831,0,51892000,0,0
"CGOS3","CELG",26.2,-4.85,1.89,0.509,0,0.167,-0.83,-256.6,-0.25,-570.29,-570.29,-0.002,-0.1048,0.54,-0.0008,-0.3902,0,453387000,2.48,0.0897
"TCNO4","TECNOSOLO S/A",0.85,-4.82,-5.95,0,0,0.024,-0.06,-2.04,-0.03,-14.27,-16.48,0,0,0.28,-0.0159,1.2336,0,-946000,-35.76,-0.3239
"CBAV3","CBA",5.36,-4.81,0.87,0.448,0,0.257,1.33,11.49,-0.75,21.96,7.42,0.0389,-0.0774,2.31,0.0278,-0.1807,23091700,4012330000,1.21,-0.0836
"RCSL4","RECRUSUL",1.9,-4.8,-6.28,1.983,0,1.226,-13.2,-12.79,-1.42,-12.78,-17.44,-0.1551,-0.4616,0.78,-0.1002,1.3097,8219090,-9621000,0,0.0686
"SCLO4","SCHLOSSER TECIDOS",0.41,-4.69,-2.82,0,0,8.143,-2.71,-4.69,-2.54,-4.93,-4.93,0,0,0.19,-2.0597,0.6016,0,-139635,-0.19,0
"MATD3","MATER DEI",4.31,-4.65,1.02,0.662,0.019,0.342,1.36,3.79,-1.1,5.54,4.36,0.1749,-0.1318,3.53,0.1126,-0.2204,2723670,1473270000,0.99,0.2171
"PRML3","PRUMO",11.52,-4.41,1.98,18.612,0,0.581,23,-30.33,-0.93,-63.15,1640.31,-0.6136,-4.2499,2.02,-0.0196,-0.4484,0,2192720000,2.18,0.3285
"TELB3","TELEBRAS",12.83,-4.3,0.9,2.823,0,0.28,0.81,-3.23,-1.1,0.47,2.11,-0.874,-0.6567,4.92,-0.1417,-0.2105,19984,1224970000,0.06,0.1309
"ADHM3","ADVANCED-DH",1.56,-4.09,-1.29,770.924,0,105.126,-1.43,-5.69,-1.27,-5.69,-5.81,-135.485,-188.606,0,5.217,0.3147,2064,-19776000,0,0.4348
"BUET4","BUETTNER S/A - INDUSTRIA E COMERCIO",18.49,-4.04,-0.72,1.451,0,0.423,-0.5,-9.72,-0.29,-19.18,-30.83,-0.1493,-0.3593,0.11,-0.0595,0.1779,0,-124674000,-0.7,0.0455
"DMFN3","DMFINANCEIRA",12.5,-4.01,1.32,0,0.0004,0,0,0,0,0,0,0,0,0,0,-0.3295,0,584873000,0,1.027
"PMET5","PRO METALURG",0.65,-3.95,-0.16,4.518,0,30.248,-0.22,89.99,-0.16,503.88,503.88,0.0502,-1.1449,0.01,0.3897,0.041,0,-290863000,-0.74,0.3774
"LFFE3","LA FONTE TELECOM S/A",3.11,-3.92,3.26,0,0,2.877,0,-21.18,0,-17.8,8.39,0,0,0,0,-0.831,0,51892000,0,0
"FBMC3","FIBAM",80,-3.78,-0.92,3.858,0,1.384,-1.79,-2.85,-0.64,-3.31,-3.69,-1.3559,-1.0197,0.31,-0.647,0.2419,0,-63552000,-0.15,-0.3166
"MEAL3","IMC S/A",1.33,-3.64,0.37,0.178,0,0.145,-8.75,-2.51,-0.33,-4.82,5.35,-0.0709,-0.0489,0.91,-0.0664,-0.1015,613071,1032000000,0.51,0.1528
"TLCP4","TELE LESTE CELULAR PARTICIPAÇÕES SA",34.11,-3.57,1.25,0.586,0,0.379,-1.96,-18.91,-0.95,-36.16,-36.16,-0.031,-0.164,0.61,-0.0252,-0.3504,0,262979000,1.21,0.0909
"BECE3","BEC",9.1,-3.42,8.72,0,0,0,0,0,0,0,0,0,0,0,0,-2.552,0,96496000,0,0.1281
"BECE4","BEC",8.75,-3.29,8.38,0,0,0,0,0,0,0,0,0,0,0,0,-2.552,0,96496000,0,0.1281
"AVLL3","ALPHAVILLE",2.83,-3.22,-7.81,0.898,0,0.405,-3.91,3.61,-0.61,5.85,5.8,0.249,-0.2561,0.78,0.148,2.4253,27234.9,-70791000,-8.55,0.3127
"EPAR4","EMBPAR S/A",3.3,-3.12,0.64,0.273,0,0.518,2.38,-81.33,6.31,-48.37,1.3,-0.0034,-0.0873,5.11,-0.0081,-0.2045,0,76818000,0,-0.429
"ALPA4","ALPARGATAS",6.78,-3.09,1.17,1.159,0,0.7,2.08,19.64,5.68,19.45,9.6,0.059,-0.3757,2.78,0.0497,-0.3792,21207900,3956050000,0.35,0.0452
"SHOW3","TIME FOR FUN",0.82,-3.01,0.36,0.118,0,0.123,1.7,207.82,-1.46,121.73,6.1,0.0006,-0.0406,1.15,0.0011,-0.1187,138886,154898000,0.51,0.8563
"PNOR5","PRONOR",1.87,-2.9,0.55,0.354,0,0.205,0.7,8.52,-2.32,4.57,4.57,0.0415,-0.1174,2.5,0.0361,-0.1884,0,158071000,0.42,0.0134
"PNOR6","PRONOR",1.87,-2.9,0.55,0.354,0,0.205,0.7,8.52,-2.32,4.57,4.57,0.0415,-0.1174,2.5,0.0361,-0.1884,0,158071000,0.42,0.0134
"DOTZ3","DOTZ SA",5.14,-2.88,-0.28,0.448,0,0.319,-0.36,9.85,-0.18,15.55,3.03,0.0455,-0.1553,0.31,0.0481,0.0963,209742,-245925000,-0.34,0.043
"STRP4","STAROUP",0.21,-2.85,-0.43,0.416,0,0.111,-0.18,-0.45,-0.09,-1.15,-1.15,-0.9182,-0.1458,0.13,-0.2549,0.1495,0,-12498000,-0.66,-0.3639
"SOMA3","GRUPO SOMA",5.94,-2.81,0.8,0.867,0,0.486,2.01,7.45,19.87,9.24,6.13,0.1163,-0.3081,2.36,0.0781,-0.2852,0,5809620000,0.33,0.5894
"MBLY3","MOBLY",2.08,-2.77,0.54,0.385,0,0.333,1.16,-2.46,3.22,-2.41,-8.68,-0.156,-0.1387,2.45,-0.1512,-0.1937,1264940,412502000,0.04,-0.0739
"ALPA3","ALPARGATAS",6.04,-2.75,1.04,1.033,0,0.623,1.85,17.5,5.06,17.31,8.55,0.059,-0.3757,2.78,0.0497,-0.3792,56617,3956050000,0.35,0.0452
"TELB4","TELEBRAS",8,-2.68,0.56,1.76,0,0.175,0.5,-2.01,-0.69,1.68,7.6,-0.874,-0.6567,4.92,-0.1417,-0.2105,42460.4,1224970000,0.06,0.1309
"LIXC3","LIX DA CUNHA",1.75,-2.62,1.52,395.995,0,0.069,0.28,-4.21,3.84,-6.37,-6.68,-94.1321,-143.868,1.34,-0.019,-0.5785,0,13842000,0.79,-0.759
"MLAS3","MULTILASER",1.42,-2.62,0.38,0.357,0,0.227,0.48,-2.59,0.69,-2.34,-2.68,-0.1375,-0.1361,2.81,-0.1261,-0.1439,3781630,3089550000,0.2,-0.1061
"AERI3","AERIS",5.62,-2.54,0.34,0.223,0,0.098,0.86,3,-1.36,7.92,4.25,0.0743,-0.0879,1.22,0.0446,-0.1326,1858980,1037680000,1.4,-0.1203
"CEED4","CEEE-D",20,-2.49,-0.37,0.272,0,0.185,-7.11,2.78,-0.15,11.47,8.78,0.0978,-0.1089,0.92,0.0798,0.1486,47.62,-3682990000,-1.29,0.0867
"BICB4","BicBanco",8.25,-2.43,2.21,0,0,0,0,0,0,0,0,0,0,0,0,-0.91,0,944626000,0,-0.3119
"FIEI3","FICA",11,-2.41,0.35,9.115,0,0.256,5.35,-5.4,-2.61,-7.31,-7.76,-1.6873,-3.845,1.41,-0.0491,-0.1438,17897.9,76852000,0.12,-0.1185
"ESTR3","ESTRELA",7.6,-2.38,-0.11,0.41,0,0.191,-0.09,-20.81,-0.08,-55.91,-154.73,-0.0197,-0.1722,0.19,-0.01,0.0448,0,-575735000,-0.18,0.0606
"BICB3","BicBanco",8,-2.35,2.14,0,0,0,0,0,0,0,0,0,0,0,0,-0.91,0,944626000,0,-0.3119
"ARLA4","ARTHUR LANGE",3.38,-2.21,-0.62,2.137,0,0.442,-0.31,-6.74,-0.29,-17.87,-17.87,-0.3172,-0.9655,0.1,-0.1371,0.28,0,-24319000,-1.02,-0.4746
"LIXC4","LIX DA CUNHA",1.45,-2.17,1.26,328.11,0,0.057,0.23,-3.49,3.18,-5.65,-5.92,-94.1321,-143.868,1.34,-0.019,-0.5785,0,13842000,0.79,-0.759
"MMXM3","MMX MINER",14,-2.17,-0.11,0,0,0.71,-0.1,4.7,-0.09,18.64,18.64,0,0,0.01,0.2593,0.0497,0,-842661000,-0.32,-0.2851
"OGXP3","OGX",1.63,-2.15,-0.98,0,0,0.925,0,-16.46,0,-16.46,-16.46,0,0,0,0,0.4553,0,-53901000,0,0
"VTLM3","ADVANCED-DH",0.79,-2.07,-0.65,390.404,0,53.237,-0.72,-2.88,-0.64,-2.88,-2.94,-135.485,-188.606,0,5.217,0.3147,0,-19776000,0,0.4348
"WEST3","WESTWING",0.7,-1.94,0.34,0.425,0,0.246,0.63,-1.18,0.76,0.55,0.78,-0.3594,-0.2192,2.94,-0.4167,-0.1729,40401.9,232120000,0.05,-0.1632
"ARCZ3","ARACRUZ CELULOSE SA",3.66,-1.88,1.95,1.096,0,0.369,1.53,9.5,-0.84,28.18,28.18,0.1154,-0.5802,2.86,0.0403,-1.0398,0,1934210000,3.92,0.0075
"ARCZ6","ARACRUZ CELULOSE SA",3.63,-1.86,1.94,1.087,0,0.366,1.52,9.42,-0.84,28.1,28.1,0.1154,-0.5802,2.86,0.0403,-1.0398,0,1934210000,3.92,0.0075
"GLOB4","CASAS BAHIA",30.49,-1.82,1.01,0.109,0,0.091,-0.66,2.35,-0.18,8.34,4.41,0.0463,-0.0598,0.75,0.0549,-0.5533,0,2879000000,3.31,-0.0093
"DASA3","DIAGNOSTICOS DA AMERICA SA",2.18,-1.81,0.19,0.11,0,0.058,0.43,1.58,-0.16,9.96,4.4,0.0695,-0.0591,1.65,0.0432,-0.1051,2390850,8616210000,1.34,0.2487
"BISA3","BROOKFIELD INCORPORACOES",1.58,-1.77,1.18,1.692,0,0.321,0.86,-4.02,-7.64,-6.21,-9.28,-0.4205,-0.9636,2.22,-0.085,-0.6694,0,1788370000,0.77,-0.2423
"CEED3","CEEE-D",13.99,-1.74,-0.26,0.19,0,0.13,-4.97,1.94,-0.11,10.63,8.14,0.0978,-0.1089,0.92,0.0798,0.1486,0,-3682990000,-1.29,0.0867
"NTCO3","GRUPO NATURA",13.84,-1.72,1.24,0.815,0.0535,0.593,4.98,8.05,-4.14,9.63,7.85,0.1012,-0.4734,1.46,0.1006,-0.7181,123295000,15533000000,0.45,-0.1159
"BCAL6","PRO METALURG",0.28,-1.7,-0.07,1.946,0,13.03,-0.09,38.77,-0.07,452.65,452.65,0.0502,-1.1449,0.01,0.3897,0.041,0,-290863000,-0.74,0.3774
"DJON4","DIJON S/A",0.18,-1.7,0.22,-0.956,0,0.166,-1.29,-1.42,-0.85,-1.98,-1.98,0.6737,0.5633,0.24,-0.1202,-0.1284,0,2702000,0.09,0.4519
"SPRI6","SPRINGER",11,-1.68,1.24,0,0,1.196,2.33,-3.21,2.47,-2.86,-2.88,0,0,66.47,-0.4286,-0.7382,0,22420000,0,-0.0733
"BLUT4","B TECH EQI",1.52,-1.66,0.14,0,0,0.041,-0.22,-12.69,-0.06,-23.74,-23.74,0,0,0,-0.0033,-0.0824,10453.2,56569000,0.12,0
"ARLA3","ARTHUR LANGE",2.47,-1.62,-0.45,1.562,0,0.323,-0.22,-4.92,-0.21,-16.06,-16.06,-0.3172,-0.9655,0.1,-0.1371,0.28,0,-24319000,-1.02,-0.4746
"SPRI3","SPRINGER",10.51,-1.61,1.19,0,0,1.143,2.23,-3.07,2.36,-2.72,-2.74,0,0,66.47,-0.4286,-0.7382,0,22420000,0,-0.0733
"SDIA3","SADIA",6.42,-1.59,9.41,0.397,0,0.418,-3.29,9.53,-0.83,23.15,23.15,0.0416,-0.2509,0.78,0.0589,-5.9066,0,459230000,17.27,0.1342
"SDIA4","SADIA",6.42,-1.59,9.41,0.397,0,0.418,-3.29,9.53,-0.83,23.15,23.15,0.0416,-0.2509,0.78,0.0589,-5.9066,0,459230000,17.27,0.1342
"DUQE3","METALURGICA DUQUE SA",28,-1.58,-11.29,12.103,0,0.428,-0.74,-1.65,-0.57,-2.7,-2.98,-7.3292,-7.676,0.33,-0.2821,7.1574,0,-6987000,-7.19,-0.427
"BRKM3","BRASKEM",14.95,-1.54,-476.73,0.159,0,0.129,1.59,12.35,-0.2,43.86,6.87,0.0129,-0.1121,1.28,0.0154,309.426,440412,-24999900,-1790.12,0.0447
"MWET4","WETZEL S.A.",11.25,-1.51,-16.62,0.086,0,0.067,-0.91,-1.77,-0.11,-10.21,-15.89,-0.0483,-0.0566,0.84,-0.0413,10.99,7157.67,-1393000,-79.66,0.1581
"BRKM5","BRASKEM",14.65,-1.51,-467.17,0.156,0,0.126,1.55,12.1,-0.2,43.62,6.83,0.0129,-0.1121,1.28,0.0154,309.426,53565500,-24999900,-1790.12,0.0447
"AZEV4","AZEVEDO & TRAVASSOS",1.12,-1.43,0.77,1.167,0,0.285,-1.39,-2.05,-0.68,-2.75,-4.27,-0.5688,-0.8156,0.51,-0.1583,-0.5409,2851800,286038000,0.29,2.8419
"AZEV3","AZEVEDO & TRAVASSOS",1.12,-1.43,0.77,1.167,0,0.285,-1.39,-2.05,-0.68,-2.75,-4.27,-0.5688,-0.8156,0.51,-0.1583,-0.5409,824901,286038000,0.29,2.8419
"TRAD3","TC",8.32,-1.38,1.43,6.852,0,1.3,4.79,-5.85,5.16,-4.99,-7.06,-1.1706,-4.9652,4.51,-0.2788,-1.0379,1509850,232152000,0.01,-0.2857
"SPRI5","SPRINGER",8.52,-1.3,0.96,0,0,0.927,1.81,-2.49,1.91,-2.14,-2.15,0,0,66.47,-0.4286,-0.7382,0,22420000,0,-0.0733
"MWET3","WETZEL S.A.",9.53,-1.28,-14.08,0.072,0,0.056,-0.77,-1.5,-0.09,-9.94,-15.47,-0.0483,-0.0566,0.84,-0.0413,10.99,22.69,-1393000,-79.66,0.1581
"IDVL4","Indusval",2.67,-1.26,1.16,0,0,0,0,0,0,0,0,0,0,0,0,-0.9176,0,237683000,0,0
"PMET6","PRO METALURG",0.2,-1.21,-0.05,1.39,0,9.307,-0.07,27.69,-0.05,441.57,441.57,0.0502,-1.1449,0.01,0.3897,0.041,0,-290863000,-0.74,0.3774
"BRKM6","BRASKEM",11.03,-1.14,-351.73,0.117,0,0.095,1.17,9.11,-0.15,40.63,6.36,0.0129,-0.1121,1.28,0.0154,309.426,1027.43,-24999900,-1790.12,0.0447
"ESTR4","ESTRELA",3.5,-1.1,-0.05,0.189,0,0.088,-0.04,-9.58,-0.04,-44.68,-123.67,-0.0197,-0.1722,0.19,-0.01,0.0448,9254.57,-575735000,-0.18,0.0606
"AMAR3","LOJAS MARISA",0.92,-1.09,1.7,0.411,0,0.235,-1.4,6,-0.41,14.16,4.42,0.0686,-0.3776,0.63,0.0496,-1.5567,198099,278507000,2.42,-0.1346
"LGLO4","LIVRARIA DO GLOBO S/A",100,-1.05,0.65,0.225,0,0.192,-0.32,-1.24,-0.32,-2.13,-2.13,-0.181,-0.2147,0.14,-0.1837,-0.6251,0,5191000,0.49,-0.1142
"IDVL3","Indusval",2.16,-1.02,0.93,0,0,0,0,0,0,0,0,0,0,0,0,-0.9176,0,237683000,0,0
"CTSA3","SANTANENSE",1.8,-1.02,0.22,0.465,0,0.079,0.97,-0.86,-0.24,-3.86,-4.75,-0.5435,-0.4569,1.37,-0.1065,-0.2136,2917.05,230512000,0.91,-0.2478
"PCAR3","PÃO DE AÇÚCAR",2.77,-0.85,0.34,0.072,0,0.069,-3.24,0.98,-0.14,2.43,1.33,0.0737,-0.085,0.93,0.0932,-0.3989,37135600,4026000000,1.07,-0.4787
"DHBI3","DHB",19,-0.83,-0.17,0.869,0,0.343,-0.16,-3.68,-0.13,-24.58,-59.55,-0.2358,-1.5481,0.12,-0.105,0.2103,0,-456340000,-0.99,-0.2362
"VIVR3","VIVER",1.27,-0.83,0.35,0.409,0,0.166,1.01,11.94,-1.86,17.21,15.74,0.0343,-0.4929,1.6,0.0148,-0.4251,154818,138069000,0.25,0.1201
"LETO5","MITTO",2.06,-0.83,-0.14,0,0,0.248,0,0,0,0,0,0,0,0,0,0.1705,0,-58642000,0,-0.1738
"IENG3","INEPAR ENERGIA",0.15,-0.81,0.99,1.717,0,0.11,-1.17,3.88,-0.3,25.11,25.11,0.4429,-2.2461,0.85,0.0284,-1.2241,0,52234000,5.45,0.0813
"TCSA3","TECNISA",1.41,-0.68,0.24,0.224,0,0.072,0.38,-0.74,-0.31,-4.36,-4.63,-0.305,-0.332,1.68,-0.1145,-0.345,216366,439733000,1.61,0.2178
"LATM11","LATAM AIRLN",28.65,-0.68,0.02,0.006,0,0.003,-0.02,0.05,0,7.74,7.74,0.1146,-0.0039,0.49,0.0655,-0.0237,0,11357000000,2.92,0.1669
"CELM3","CELM CIA EQUIP. DE LABORATORIOS MODERNOS",15,-0.67,-0.16,0.257,0,0.132,-0.21,-1.02,-0.1,-4.26,-4.26,-0.2514,-0.3836,0.44,-0.156,0.2341,0,-11104000,-0.66,0.058
"IENG5","INEPAR ENERGIA",0.12,-0.65,0.79,1.374,0,0.088,-0.93,3.1,-0.24,24.33,24.33,0.4429,-2.2461,0.85,0.0284,-1.2241,0,52234000,5.45,0.0813
"BRPR3","BR PROPERTIES",131.17,-0.57,0.05,0.695,12.0289,0.038,1.73,12.11,-0.49,-3.7,-2.55,0.0574,-1.2398,1.12,0.0035,-0.0934,0,1136910000,0.07,-0.2505
"CTSA8","SANTANENSE",1,-0.57,0.12,0.258,0,0.044,0.54,-0.48,-0.13,-3.48,-4.28,-0.5435,-0.4569,1.37,-0.1065,-0.2136,0,230512000,0.91,-0.2478
"CTSA4","SANTANENSE",1,-0.57,0.12,0.258,0,0.044,0.54,-0.48,-0.13,-3.48,-4.28,-0.5435,-0.4569,1.37,-0.1065,-0.2136,23107.3,230512000,0.91,-0.2478
"SNSY5","SANSUY S.A. INDÚSTRIA DE PLÁSTICOS",4.61,-0.53,-0.02,0.038,0,0.066,-17.46,0.93,-0.02,5.03,3.51,0.0414,-0.0707,0.99,0.0826,0.0342,23174.9,-1962800000,-0.09,0.1694
"PLAS3","PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A",5.8,-0.51,-0.14,0.066,0,0.107,-0.25,7.33,-0.08,31.33,4.63,0.0091,-0.1291,0.45,0.0177,0.2815,2619.1,-497470000,-0.53,0.3118
"FRTA3","POMIFRUTAS",1.31,-0.49,-0.04,0.357,0,0.088,-0.03,-0.68,-0.03,-17.74,-18.74,-0.5265,-0.7229,0.03,-0.1802,0.0717,0,-75884000,-0.89,-0.0651
"REEM4","RHEEM EMPRS",4.63,-0.48,-0.08,0.197,0,0.137,-0.14,-4.33,-0.07,-3.84,-6.01,-0.0454,-0.4065,0.45,0.0461,0.1578,0,-372708000,0,-0.1359
"CCXC3","CCX CARVAO",1.16,-0.48,-0.04,0,0,0.185,0,-0.65,0,-0.52,-0.52,0,0,0,0,0.0785,0,-52699000,0,0
"DOCA3","DOCAS S.A.",11,-0.4,-0.03,-3.064,0,0.03,-0.32,-0.26,-0.02,-6.86,-6.76,11.6592,6.3617,0.61,-0.1248,0.0824,0,-390317000,-0.82,-0.388
"RDNI3","RNI",2.76,-0.4,0.37,0.272,0,0.073,0.59,-1.4,-0.19,-7.6,-8.2,-0.1946,-0.6828,1.44,-0.0543,-0.945,16797.2,322857000,1.76,0.1041
"FGUI4","FERREIRA GUIMARAES",0.38,-0.39,-0.07,0.507,0,0.798,-0.07,-1.83,-0.06,-14.24,-14.24,-0.2772,-1.29,0.04,-0.6074,0.1732,0,-222024000,-0.46,0.0213
"JFEN3","JOÃO FORTES ENGENHARIA S.A.",0.22,-0.37,0.45,0.429,0,0.057,0.14,-0.8,-0.4,-4.07,-4.15,-0.5368,-1.1763,1.99,-0.0771,-1.2061,604466,121664000,2.09,-0.0932
"FHER3","Fer Heringer",3.54,-0.36,-0.39,0.041,0,0.052,-1.02,-0.9,-0.14,0.7,0.96,-0.0454,-0.1135,0.94,-0.2803,1.0798,14525.2,-488746000,-0.05,0.2549
"AZUL4","AZUL",4.93,-0.36,-0.07,0.091,0,0.073,-0.13,0.55,-0.04,9.88,5.56,0.1658,-0.2516,0.27,0.1687,0.1825,159508000,-26036000000,-1.17,0.314
"WISA4","WIEST SA",0.25,-0.35,-0.01,0.219,0,0.029,-0.06,-0.31,-0.01,-19.27,-19.27,-0.7141,-0.6275,0.18,-0.0978,0.0239,0,-205386000,-0.52,-0.4866
"CTNM3","COTEMINAS",7.13,-0.33,-1.37,0.268,0,0.075,-0.23,-0.51,-0.09,-3.33,-4.38,-0.525,-1.4515,0.46,-0.176,4.1468,15.84,-159246000,-8.52,-0.0727
"LETO3","MITTO",0.8,-0.32,-0.05,0,0,0.096,0,0,0,0,0,0,0,0,0,0.1705,0,-58642000,0,-0.1738
"VVAR11","CASAS BAHIA",14.58,-0.29,0.16,0.017,0,0.014,-0.11,0.37,-0.03,6.37,3.36,0.0463,-0.0598,0.75,0.0549,-0.5533,0,2879000000,3.31,-0.0093
"VVAR4","CASAS BAHIA",4.84,-0.29,0.16,0.017,0,0.014,-0.1,0.37,-0.03,6.37,3.36,0.0463,-0.0598,0.75,0.0549,-0.5533,0,2879000000,3.31,-0.0093
"WISA3","WIEST SA",0.2,-0.28,-0.01,0.175,0,0.023,-0.05,-0.25,-0.01,-19.21,-19.21,-0.7141,-0.6275,0.18,-0.0978,0.0239,0,-205386000,-0.52,-0.4866
"GOLL4","GOL LINHAS AEREAS INTELIGENTES SA",1.22,-0.25,-0.02,0.027,0,0.023,-0.03,0.34,-0.01,12.05,5.52,0.0804,-0.1098,0.3,0.0848,0.0853,5338800,-24031200000,-0.8,0.3076
"PMAM4","PARANAPANEMA S.A.",5.84,-0.24,-0.07,0.901,0,0.213,-0.08,-1.09,-0.05,-14.76,-20.12,-0.8298,-3.8278,0.08,-0.2846,0.2812,0,-5493290000,-0.84,-0.4598
"BHIA3","CASAS BAHIA",3.64,-0.22,0.12,0.013,0,0.011,-0.08,0.28,-0.02,6.27,3.31,0.0463,-0.0598,0.75,0.0549,-0.5533,12271400,2879000000,3.31,-0.0093
"NEXP3","NEXPE",3.75,-0.22,-0.06,0.128,0,0.092,-0.12,-0.17,-0.04,-1.15,-1.44,-0.7614,-0.5797,0.34,-0.6044,0.2712,6011.9,-169058000,-0.4,-0.1055
"AGXY3","AGROGALAXY",0.4,-0.2,0.14,0.014,0,0.016,-0.23,-1.59,-0.07,-17.98,12.44,-0.0086,-0.0697,0.91,-0.0192,-0.7276,291728,705136000,2.05,0.1951
"DOCA4","DOCAS S.A.",5,-0.18,-0.01,-1.393,0,0.014,-0.15,-0.12,-0.01,-6.71,-6.62,11.6592,6.3617,0.61,-0.1248,0.0824,0,-390317000,-0.82,-0.388
"DUQE4","METALURGICA DUQUE SA",2.95,-0.17,-1.19,1.275,0,0.045,-0.08,-0.17,-0.06,-1.23,-1.35,-7.3292,-7.676,0.33,-0.2821,7.1574,0,-6987000,-7.19,-0.427
"RPMG3","REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A",2.4,-0.15,-0.03,0.028,0,0.021,-0.12,-0.13,-0.02,-0.13,-0.13,-0.2185,-0.1886,0.84,-0.1628,0.1771,77904.7,-6147100000,0,0.4335
"FTRX3","FAB TECIDOS C RENAUX",0.13,-0.15,-0.02,0.206,0,0.023,-0.04,-0.19,-0.01,-1.77,-2.27,-1.0622,-1.3883,0.06,-0.1199,0.135,0,-154535000,-0.16,-0.3125
"FTRX4","FAB TECIDOS C RENAUX",0.11,-0.13,-0.02,0.174,0,0.019,-0.03,-0.16,-0.01,-1.74,-2.24,-1.0622,-1.3883,0.06,-0.1199,0.135,0,-154535000,-0.16,-0.3125
"TEKA3","TEKA S.A.",42.5,-0.13,-0.01,0.066,0,0.017,-0.01,1.33,-0.01,39.59,31.09,0.0495,-0.528,0.05,0.0213,0.0776,404.76,-2202960000,-0.28,0.2375
"SEQL3","SEQUOIA LOG",3.52,-0.1,0.14,0.132,0,0.04,-0.2,-0.13,-0.08,-0.96,-1.25,-1.0277,-1.3395,0.48,-0.3527,-1.3709,5700490,593879000,0.95,-0.2276
"FBMC4","FIBAM",1.96,-0.09,-0.02,0.095,0,0.034,-0.04,-0.07,-0.02,-0.53,-0.59,-1.3559,-1.0197,0.31,-0.647,0.2419,0,-63552000,-0.15,-0.3166
"TEKA4","TEKA S.A.",29.9,-0.09,-0.01,0.046,0,0.012,-0.01,0.94,0,39.2,30.78,0.0495,-0.528,0.05,0.0213,0.0776,1635.12,-2202960000,-0.28,0.2375
"MEND6","MENDES JUNIOR ENGENHARIA S/A",9.5,-0.08,-0.01,59.753,0,0.104,-0.03,-0.1,-0.01,-13.57,-13.58,-601.377,-728.305,0,-1.0494,0.0712,0,-16766600000,-0.79,0.0888
"VPTA4","VPTA",10.5,-0.07,-0.01,0.26,0,0.054,-0.02,-0.13,-0.01,-6.89,-6.89,-1.9357,-3.9638,0.23,-0.45,0.1011,0,-867658000,-0.34,-0.5891
"GSHP3","Generalshopp",7.5,-0.07,-0.01,0.085,0,0.01,0.27,0.28,-0.01,38.68,37.14,0.3056,-1.2892,1.27,0.0406,0.2079,2753.36,-1061160000,-1.98,0.1587
"TENE7","TECBLU",9.8,-0.07,-0.01,56.467,0,0.116,-2.94,-1.75,-0.01,-1.75,-6.78,-32.1905,-863.714,0,-0.068,0.1337,0,-135650000,0,0.3125
"MEND5","MENDES JUNIOR ENGENHARIA S/A",6.5,-0.06,0,40.884,0,0.071,-0.02,-0.07,0,-13.54,-13.54,-601.377,-728.305,0,-1.0494,0.0712,0,-16766600000,-0.79,0.0888
"VPSC4","VPSC",9.99,-0.05,4.3,0.029,0,0.033,-0.06,-0.13,-0.06,-0.2,-0.2,-0.2282,-0.559,0.43,-0.2856,-82.4683,0,1232000,6.15,-0.1002
