"papel","descricao_papel","cotacao","PSL","PSVP","PSR","div_yield","PSA","PSCG","PSEBIT","PSACL","EV_EBIT","EV_EBITDA","margem_EBIT","margem_liq","liq_corrente","ROIC","ROE","liq_2meses","PL","div_bruta_PL","taxa_cresc_RL_5anos"
"ELEV3"," ELEVA ",24.3,312.39,3.22,0.688,0,0.954,5.75,37.19,-5.18,51.41,51.41,0.0185,0.0027,1.47,0.0301,0.0103,0,489356000,1.35,0.0369
"GUAR4","GUARARAPES CONFECÇÕES",151,350.73,14.62,8.072,0,5.786,26.11,106.41,341.64,107.63,55.08,0.0759,0.023,1.55,0.0664,0.0417,0,5155640000,0.39,0.1
"RHDS4","M G POLIEST",1,363.45,29.5,4.977,0,7.182,-593.56,68.11,-24.55,71.32,53.72,0.0731,0.0117,0.97,0.118,0.0812,0,272045000,1.49,0.0438
"BAHI11","BAHEMA",2,366.54,0.43,0.147,0,0.087,-0.92,-5.91,-0.16,-18.85,20.16,-0.0249,0.0004,0.67,-0.0148,0.0012,0,121583000,0.97,0.2268
"PETZ3","PETZ",4.3,369.2,1.17,0.609,0.0677,0.498,3.49,11.95,-2.38,11.73,3.86,0.051,0.0017,1.65,0.0531,0.0032,39576400,1698680000,0.26,0.1882
"PRNR3","PRINER",15,383.59,2.12,0.728,0.0048,0.587,3.16,11.22,-3.08,15.4,8.82,0.0648,0.0031,1.56,0.0664,0.0055,4889230,330381000,1.37,0.43
"CEPE3","CELPE",128,454.78,5.98,1.165,0,0.711,-32.71,8.03,-1.09,14.76,10.84,0.1451,0.0026,0.91,0.0952,0.0131,0,1597000000,5.19,0.3854
"CRFB3","CARREFOUR BR",6.64,560.17,0.71,0.123,0,0.158,-7.97,3.31,-0.52,7.63,5.31,0.0372,0.0021,0.96,0.0604,0.0013,92240700,19842000000,1.12,0.1516
"UBBR4","UNIBANCO SA",7.49,610.27,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,0,10317200000,0,0.1058
"PRBC4","Parana",14.54,640.5,36.17,0,0,0,0,0,0,0,0,0,0,0,0,0.0565,0,1309580000,0,-0.0803
"BAHI3","BAHEMA",4.31,789.89,0.94,0.317,0,0.187,-1.99,-12.74,-0.34,-25.67,27.46,-0.0249,0.0004,0.67,-0.0148,0.0012,46482.8,121583000,0.97,0.2268
"UBBR11","UNIBANCO SA",14.75,1201.81,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,0,10317200000,0,0.1058
"UBBR3","UNIBANCO SA",18,1466.61,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,0,10317200000,0,0.1058
"BEEF3","Minerva",5.64,2584.95,4.6,0.116,0,0.095,0.29,1.58,-0.34,5.68,4.5,0.0733,0.0008,1.92,0.1499,0.0018,50270600,744206000,34.52,0.1073
"BAHI5","BAHEMA",65,11912.4,14.11,4.784,0,2.821,-29.97,-192.11,-5.06,-205.05,219.35,-0.0249,0.0004,0.67,-0.0148,0.0012,0,121583000,0.97,0.2268
"BAHI4","BAHEMA",86,15761,18.67,6.33,0,3.733,-39.65,-254.18,-6.69,-267.12,285.74,-0.0249,0.0004,0.67,-0.0148,0.0012,0,121583000,0.97,0.2268
